pair,word_x,word_y,scores,qtype
tennis-racket,tennis,racket,"[1.0, 1.0, 1.0, 4.0, 2.0, 0.0, 6.0, 1.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.5, 0.0, 3.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 10.0, 0.0, 2.0, 5.0, 1.0, 5.0, 2.0, 10.0, 2.0, 2.0, 9.0, 1.0, 2.0, 0.0, 9.0, 0.0, 0.0, 1.0, 1.0, 0.0, 6.5, 2.0, 1.0, 2.5]",dis
summer-drought,summer,drought,"[3.5, 4.0, 4.0, 7.0, 4.0, 2.0, 3.0, 4.0, 10.0, 3.0, 5.0, 5.0, 4.0, 1.5, 1.0, 5.0, 6.0, 4.0, 4.0, 2.0, 1.0, 5.0, 5.0, 4.0, 4.0, 9.0, 9.0, 4.0, 4.0, 5.0, 1.0, 7.0, 3.0, 5.0, 4.0, 7.0, 6.0, 7.0, 9.0, 4.0, 7.0, 5.0, 5.0, 3.0, 1.0, 5.0, 6.5, 3.0, 3.0, 9.0]",dis
stock-jaguar,stock,jaguar,"[8.0, 10.0, 8.5, 9.0, 8.0, 10.0, 10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 10.0, 1.0, 8.0, 10.0, 2.0, 9.0, 7.0, 10.0, 10.0, 2.0, 5.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 3.0, 10.0, 10.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.5, 10.0]",dis
size-prominence,size,prominence,"[1.0, 4.0, 2.5, 5.0, 5.0, 5.0, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 4.0, 7.0, 4.0, 3.0, 1.0, 4.0, 6.0, 6.0, 2.0, 1.0, 2.0, 5.0, 8.0, 4.0, 4.0, 3.0, 2.0, 3.0, 9.0, 1.0, 3.0, 7.0, 1.0, 10.0, 5.0, 6.0, 0.0, 5.0, 3.0, 2.0, 6.0, 4.5, 1.0, 4.0, 2.5]",dis
situation-isolation,situation,isolation,"[2.0, 7.0, 7.5, 6.0, 5.0, 10.0, 3.0, 6.0, 10.0, 9.0, 5.0, 7.0, 8.0, 10.0, 4.0, 8.0, 4.0, 6.0, 7.0, 10.0, 6.0, 10.0, 8.0, 4.0, 5.0, 10.0, 10.0, 8.0, 9.0, 7.0, 10.0, 6.0, 7.0, 9.5, 4.0, 7.0, 1.0, 5.0, 9.0, 5.0, 7.0, 9.0, 5.0, 7.0, 2.0, 5.0, 10.0, 9.0, 7.0, 7.5]",dis
shower-thunderstorm,shower,thunderstorm,"[2.0, 3.0, 0.5, 2.0, 6.0, 2.0, 5.0, 4.0, 1.0, 2.0, 10.0, 2.0, 5.0, 10.0, 7.0, 3.5, 5.0, 2.0, 2.0, 2.0, 2.0, 8.0, 5.0, 1.0, 2.0, 3.0, 1.0, 5.0, 3.0, 5.0, 1.0, 6.0, 3.0, 4.5, 2.0, 7.0, 0.0, 0.0, 2.0, 3.0, 6.0, 3.0, 10.0, 1.0, 2.0, 1.0, 8.5, 3.0, 1.5, 1.5]",dis
psychology-science,psychology,science,"[1.0, 0.0, 2.0, 3.0, 3.0, 5.0, 1.0, 3.0, 2.0, 8.0, 2.0, 2.0, 6.0, 7.0, 0.0, 3.0, 7.0, 2.0, 5.0, 4.0, 2.0, 7.0, 10.0, 2.0, 1.0, 5.0, 3.0, 2.0, 3.0, 6.0, 1.0, 5.0, 2.0, 0.5, 2.0, 5.0, 7.0, 1.0, 2.0, 0.0, 4.0, 4.0, 0.0, 1.0, 0.0, 5.0, 7.0, 1.0, 4.5, 1.5]",dis
psychology-discipline,psychology,discipline,"[4.0, 4.0, 5.5, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 7.0, 9.0, 6.0, 6.0, 7.0, 6.0, 8.0, 5.0, 3.0, 7.0, 9.0, 5.0, 8.0, 8.0, 6.0, 3.0, 10.0, 1.0, 7.0, 5.0, 4.0, 8.0, 5.0, 3.0, 6.0, 3.0, 6.0, 1.0, 5.0, 3.0, 2.0, 7.0, 5.0, 8.0, 3.0, 1.0, 8.0, 7.0, 3.0, 3.5, 4.0]",dis
preservation-world,preservation,world,"[5.5, 8.0, 8.0, 9.0, 5.0, 9.0, 9.0, 3.0, 2.0, 4.5, 4.0, 6.0, 5.0, 7.5, 7.0, 4.0, 6.0, 3.0, 4.0, 4.0, 5.0, 8.0, 6.0, 4.0, 8.0, 10.0, 10.0, 9.0, 8.0, 8.0, 9.0, 4.0, 5.0, 2.0, 8.0, 7.0, 1.0, 3.0, 2.0, 0.0, 7.0, 9.0, 7.0, 5.0, 3.0, 2.0, 9.5, 5.0, 6.0, 10.0]",dis
precedent-information,precedent,information,"[2.0, 6.0, 5.0, 6.0, 5.0, 5.0, 4.0, 2.0, 9.0, 7.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.5, 1.0, 4.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 4.0, 5.0, 6.0, 8.0, 6.0, 4.0, 0.0, 4.0, 6.0, 7.0, 3.0, 5.0, 2.0, 8.0, 6.0, 3.0, 10.0, 9.0, 5.0, 6.0, 1.0, 5.0, 6.0, 6.0, 4.0, 4.0]",dis
precedent-example,precedent,example,"[3.5, 5.0, 1.5, 2.0, 5.0, 4.0, 0.0, 3.0, 2.0, 6.5, 3.0, 3.0, 3.0, 2.0, 0.0, 2.5, 3.0, 2.0, 1.0, 5.0, 6.0, 5.0, 2.0, 1.0, 1.0, 2.0, 6.0, 10.0, 3.0, 5.0, 10.0, 3.0, 7.0, 1.0, 1.0, 3.0, 1.0, 7.0, 0.0, 0.0, 4.0, 10.0, 5.0, 3.0, 0.0, 1.0, 7.0, 5.0, 2.5, 1.0]",dis
planet-sun,planet,sun,"[3.0, 1.0, 2.5, 4.0, 1.0, 5.0, 1.0, 1.0, 3.0, 7.0, 4.0, 2.0, 3.0, 9.5, 1.0, 2.0, 7.0, 2.0, 3.0, 2.0, 1.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0, 3.0, 2.0, 2.0, 2.0, 5.0, 6.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 3.0, 2.0, 6.0, 9.0, 2.5, 2.0]",dis
physics-chemistry,physics,chemistry,"[3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 3.0, 5.0, 2.0, 4.0, 5.5, 0.0, 4.0, 6.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4.0, 1.0, 2.0, 3.0, 4.0, 2.0, 6.0, 2.0, 5.5, 3.0, 2.0, 8.0, 0.0, 8.0, 3.0, 3.0, 3.0, 10.0, 1.0, 2.0, 3.0, 4.0, 4.0, 2.0, 1.0]",dis
peace-plan,peace,plan,"[3.0, 7.0, 5.5, 8.0, 5.0, 7.0, 7.0, 3.0, 7.0, 8.0, 2.0, 3.0, 7.0, 4.5, 9.0, 5.0, 3.0, 5.0, 5.0, 9.0, 6.0, 6.0, 4.0, 2.0, 4.0, 5.0, 10.0, 7.0, 6.0, 6.0, 4.0, 4.0, 6.0, 7.0, 5.0, 7.0, 6.0, 10.0, 5.0, 2.0, 7.0, 10.0, 9.0, 4.0, 2.0, 5.0, 7.0, 5.0, 3.5, 7.0]",dis
peace-insurance,peace,insurance,"[5.0, 10.0, 6.5, 10.0, 5.0, 6.0, 8.0, 7.0, 10.0, 7.0, 1.0, 6.0, 9.0, 6.0, 10.0, 8.5, 3.0, 5.0, 9.0, 10.0, 10.0, 10.0, 8.0, 10.0, 9.0, 0.0, 10.0, 0.0, 7.0, 6.0, 3.0, 8.0, 6.0, 4.0, 4.0, 8.0, 4.0, 10.0, 8.0, 10.0, 10.0, 9.0, 8.0, 6.0, 3.0, 4.0, 7.0, 5.0, 3.5, 10.0]",dis
observation-architecture,observation,architecture,"[4.0, 9.0, 7.5, 8.0, 3.0, 9.0, 9.0, 4.0, 5.0, 6.0, 5.0, 7.0, 4.0, 10.0, 9.0, 8.5, 3.0, 5.0, 5.0, 6.0, 3.0, 8.0, 7.0, 8.0, 8.0, 10.0, 10.0, 8.0, 9.0, 7.8, 9.0, 8.0, 6.0, 3.5, 5.0, 8.0, 0.0, 8.0, 5.0, 3.0, 10.0, 10.0, 6.0, 5.0, 2.0, 2.0, 8.5, 4.0, 5.0, 10.0]",dis
news-report,news,report,"[0.5, 4.0, 3.0, 5.0, 4.0, 2.0, 1.0, 2.0, 0.0, 3.5, 1.0, 2.0, 4.0, 0.5, 0.0, 3.0, 6.0, 2.0, 2.0, 2.0, 0.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 3.0, 2.0, 1.0, 3.0, 2.0, 1.0, 5.0, 4.0, 2.0, 3.0, 1.0, 3.0, 3.0, 0.0, 1.0, 1.0, 1.0, 7.5, 2.0, 2.0, 1.5]",dis
movie-theater,movie,theater,"[0.5, 1.0, 1.5, 6.0, 1.0, 7.0, 3.0, 1.0, 2.0, 1.5, 0.0, 2.0, 3.0, 0.5, 0.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0, 10.0, 2.0, 1.0, 3.0, 0.0, 5.0, 4.0, 1.0, 3.0, 6.0, 10.0, 0.0, 6.0, 1.0, 3.0, 3.0, 0.0, 3.0, 2.0, 0.0, 7.0, 2.0, 3.5, 1.5]",dis
money-wealth,money,wealth,"[0.5, 2.0, 0.5, 4.0, 2.0, 3.0, 1.0, 9.0, 1.0, 0.5, 0.0, 2.0, 1.0, 3.0, 0.0, 2.0, 5.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 10.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.5, 1.0]",dis
money-possession,money,possession,"[1.0, 5.0, 2.0, 7.0, 1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 1.0, 6.0, 2.0, 4.5, 1.0, 4.0, 4.0, 4.0, 3.0, 1.0, 3.0, 6.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 1.0, 2.0, 4.0, 7.0, 2.0, 1.0, 2.0, 6.0, 3.0, 5.0, 3.0, 2.0, 0.0, 5.5, 2.0, 2.0, 3.0]",dis
money-currency,money,currency,"[0.5, 0.0, 0.5, 2.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 2.0, 0.0, 0.5, 0.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.2, 1.0, 2.0, 10.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.5, 1.0, 0.1, 0.0]",dis
minority-peace,minority,peace,"[7.5, 9.0, 7.0, 8.0, 5.0, 8.0, 7.0, 6.0, 10.0, 5.0, 9.0, 7.0, 9.0, 8.0, 10.0, 8.5, 9.0, 5.0, 8.0, 7.0, 7.0, 10.0, 7.0, 8.0, 5.0, 10.0, 10.0, 10.0, 6.0, 6.0, 10.0, 9.0, 6.0, 4.0, 8.0, 8.0, 1.0, 8.0, 9.0, 1.0, 6.0, 10.0, 5.0, 6.0, 3.0, 8.0, 9.0, 5.0, 7.5, 10.0]",dis
mile-kilometer,mile,kilometer,"[1.0, 1.0, 0.5, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 4.0, 6.5, 0.0, 2.0, 6.0, 1.0, 2.0, 1.0, 4.0, 6.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 4.0, 3.0, 3.0, 2.0, 2.0, 6.0, 1.0, 4.0, 4.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 4.0, 2.0, 0.5, 0.5]",dis
media-gain,media,gain,"[5.0, 10.0, 9.0, 7.0, 6.0, 8.0, 7.0, 9.0, 10.0, 8.0, 1.0, 8.0, 10.0, 8.0, 10.0, 8.5, 7.0, 7.0, 6.0, 10.0, 3.0, 10.0, 7.0, 10.0, 10.0, 5.0, 10.0, 10.0, 8.0, 5.0, 2.0, 9.0, 7.0, 7.5, 9.0, 9.0, 1.0, 10.0, 10.0, 6.0, 7.0, 10.0, 5.0, 7.0, 3.0, 7.0, 10.0, 4.0, 8.0, 10.0]",dis
magician-wizard,magician,wizard,"[0.5, 0.0, 1.0, 2.0, 4.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 3.0, 1.0, 0.0, 2.0, 6.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 2.0, 3.0, 1.0, 2.0, 10.0, 1.0, 2.0, 1.0, 4.0, 3.0, 0.0, 1.0, 3.0, 0.0, 6.0, 4.0, 0.2, 1.5]",dis
life-lesson,life,lesson,"[3.0, 4.0, 6.0, 8.0, 3.0, 7.0, 6.0, 4.0, 0.0, 5.5, 3.0, 6.0, 4.0, 1.5, 3.0, 6.5, 8.0, 3.0, 1.0, 2.0, 1.0, 5.0, 5.0, 2.0, 5.0, 5.0, 10.0, 2.0, 7.0, 4.4, 4.0, 4.0, 6.0, 6.5, 3.0, 6.0, 3.0, 4.0, 2.0, 2.0, 4.0, 10.0, 0.0, 3.0, 2.0, 0.0, 8.0, 4.0, 3.5, 9.5]",dis
lawyer-evidence,lawyer,evidence,"[1.0, 3.0, 1.5, 5.0, 5.0, 4.0, 2.0, 1.0, 4.0, 5.0, 8.0, 2.0, 2.0, 2.5, 3.0, 3.5, 6.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 3.0, 5.0, 2.0, 5.0, 3.0, 1.0, 1.0, 5.0, 8.0, 3.0, 2.0, 1.0, 3.0, 5.0, 0.0, 3.0, 1.0, 2.0, 4.0, 2.0, 2.0, 4.0]",dis
grocery-money,grocery,money,"[3.0, 9.0, 7.0, 7.0, 5.0, 8.0, 9.0, 6.0, 5.0, 7.0, 3.0, 5.0, 9.0, 2.0, 1.0, 5.5, 9.0, 4.0, 4.0, 2.0, 5.0, 10.0, 6.0, 3.0, 4.0, 1.0, 10.0, 6.0, 5.0, 4.0, 3.0, 9.0, 5.0, 2.0, 3.0, 7.0, 2.0, 9.0, 9.0, 5.0, 7.0, 8.0, 0.0, 5.0, 3.0, 1.0, 8.5, 2.0, 4.0, 10.0]",dis
government-crisis,government,crisis,"[4.0, 5.0, 5.0, 7.0, 5.0, 5.0, 10.0, 4.0, 8.0, 8.0, 3.0, 6.0, 8.0, 1.0, 8.0, 5.5, 7.0, 6.0, 6.0, 1.0, 6.0, 4.0, 5.0, 5.0, 5.0, 10.0, 10.0, 8.0, 7.0, 6.0, 5.0, 7.0, 6.0, 3.0, 5.0, 8.0, 3.0, 6.0, 9.0, 3.0, 6.0, 6.0, 0.0, 4.0, 3.0, 8.0, 9.5, 5.0, 2.0, 8.0]",dis
fertility-egg,fertility,egg,"[1.0, 2.0, 1.0, 3.0, 4.0, 3.0, 1.0, 2.0, 1.0, 3.0, 1.0, 2.0, 1.0, 1.5, 1.0, 3.5, 2.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 4.0, 0.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 1.0, 4.0, 10.0, 0.0, 0.0, 0.0, 4.0, 4.0, 0.0, 2.0, 1.0, 2.0, 6.0, 3.0, 0.5, 4.0]",dis
dollar-loss,dollar,loss,"[4.0, 6.0, 6.0, 5.0, 7.0, 9.0, 6.0, 3.0, 8.0, 6.0, 3.0, 2.0, 7.0, 4.0, 5.0, 4.5, 5.0, 3.0, 3.0, 3.0, 6.0, 10.0, 3.0, 6.0, 4.0, 8.0, 8.0, 5.0, 6.0, 5.0, 4.0, 9.0, 3.0, 6.0, 2.0, 6.0, 0.0, 8.0, 10.0, 6.0, 6.0, 7.0, 0.0, 4.0, 4.0, 7.0, 10.0, 8.0, 7.0, 7.0]",dis
doctor-personnel,doctor,personnel,"[3.0, 9.0, 6.0, 8.0, 7.0, 1.0, 5.0, 5.0, 5.0, 7.0, 9.0, 4.0, 5.0, 3.5, 9.0, 7.5, 2.0, 5.0, 8.0, 5.0, 4.0, 10.0, 7.0, 5.0, 5.0, 4.0, 6.0, 9.0, 8.0, 7.0, 1.0, 7.0, 6.0, 5.0, 5.0, 5.0, 3.0, 5.0, 7.0, 6.0, 10.0, 0.0, 0.0, 5.0, 2.0, 3.0, 8.0, 3.0, 1.5, 1.5]",dis
doctor-liability,doctor,liability,"[1.0, 8.0, 4.0, 6.0, 5.0, 4.0, 6.0, 3.0, 6.0, 8.0, 8.0, 6.0, 3.0, 5.5, 10.0, 6.0, 8.0, 3.0, 6.0, 3.0, 6.0, 4.0, 4.0, 1.0, 6.0, 9.0, 10.0, 9.0, 4.0, 6.2, 3.0, 4.0, 3.0, 0.0, 5.0, 3.0, 5.0, 3.0, 7.0, 5.0, 10.0, 5.0, 3.0, 4.0, 2.0, 10.0, 7.5, 4.0, 3.0, 10.0]",dis
dividend-calculation,dividend,calculation,"[1.5, 5.0, 2.0, 6.0, 2.0, 5.0, 3.0, 5.0, 4.0, 3.5, 4.0, 4.0, 3.0, 3.5, 8.0, 6.0, 3.0, 2.0, 2.0, 1.0, 2.0, 4.0, 4.0, 3.0, 2.0, 3.0, 4.0, 2.0, 3.0, 5.0, 3.0, 4.0, 5.0, 4.0, 2.0, 5.0, 5.0, 0.0, 1.0, 1.0, 7.0, 6.0, 0.0, 1.0, 2.0, 1.0, 5.0, 3.0, 5.0, 4.0]",dis
currency-market,currency,market,"[2.5, 4.0, 2.5, 6.0, 4.0, 4.0, 2.0, 2.0, 3.0, 4.5, 1.0, 5.0, 1.0, 1.0, 3.0, 4.5, 7.0, 3.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0, 2.0, 1.0, 4.0, 4.0, 4.0, 4.0, 3.0, 9.0, 2.0, 0.5, 3.0, 6.0, 6.0, 3.0, 4.0, 0.0, 4.0, 3.0, 0.0, 2.0, 2.0, 2.0, 6.0, 5.0, 1.5, 1.0]",dis
cup-food,cup,food,"[4.5, 7.0, 3.0, 6.0, 3.0, 10.0, 9.0, 6.0, 10.0, 9.0, 4.0, 4.0, 8.0, 1.5, 1.0, 4.5, 6.0, 3.0, 4.0, 10.0, 5.0, 8.0, 7.0, 7.0, 4.0, 2.0, 10.0, 7.0, 6.0, 4.7, 10.0, 7.0, 6.0, 4.5, 5.0, 8.0, 0.0, 6.0, 9.0, 5.0, 6.0, 7.0, 10.0, 4.0, 3.0, 10.0, 9.0, 6.0, 6.0, 8.0]",dis
cup-entity,cup,entity,"[6.5, 10.0, 9.0, 3.0, 5.0, 10.0, 8.0, 8.0, 9.0, 10.0, 8.0, 9.0, 7.0, 9.0, 5.0, 9.0, 3.0, 9.0, 10.0, 10.0, 3.0, 10.0, 9.0, 10.0, 5.0, 10.0, 10.0, 10.0, 9.0, 6.0, 0.0, 9.0, 7.0, 8.0, 2.0, 5.0, 0.0, 3.0, 4.0, 8.0, 10.0, 10.0, 5.0, 6.0, 0.0, 8.0, 9.5, 7.0, 8.0, 5.0]",dis
cup-artifact,cup,artifact,"[5.0, 9.0, 5.0, 6.0, 5.0, 5.0, 3.0, 8.0, 9.0, 8.0, 10.0, 2.0, 8.0, 6.5, 2.0, 8.5, 9.0, 5.0, 8.0, 5.0, 3.0, 10.0, 5.0, 2.0, 6.0, 10.0, 4.0, 8.0, 8.0, 5.0, 8.0, 7.0, 4.0, 4.0, 5.0, 4.0, 1.0, 5.0, 4.0, 5.0, 8.0, 8.0, 8.0, 8.0, 2.0, 5.0, 9.5, 4.0, 1.0, 3.0]",dis
credit-card,credit,card,"[1.0, 3.0, 0.5, 4.0, 1.0, 7.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 2.0, 5.5, 2.0, 3.0, 2.0, 1.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0, 10.0, 0.0, 4.0, 3.0, 2.0, 5.0, 3.0, 8.5, 1.0, 6.0, 6.0, 3.0, 5.0, 2.0, 3.0, 3.0, 0.0, 2.0, 2.0, 0.0, 7.0, 2.0, 2.5, 7.0]",dis
coast-forest,coast,forest,"[5.0, 9.0, 7.0, 7.0, 5.0, 6.0, 9.0, 4.0, 10.0, 6.5, 6.0, 7.0, 10.0, 10.0, 4.0, 4.0, 7.0, 3.0, 7.0, 3.0, 2.0, 10.0, 9.0, 6.0, 5.0, 10.0, 10.0, 8.0, 7.0, 3.0, 6.0, 7.0, 5.0, 6.0, 7.0, 7.0, 1.0, 8.0, 10.0, 5.0, 8.0, 10.0, 5.0, 2.0, 3.0, 3.0, 8.0, 5.0, 2.0, 8.5]",dis
chance-credibility,chance,credibility,"[6.0, 9.0, 4.5, 6.0, 5.0, 10.0, 8.0, 5.0, 10.0, 10.0, 3.0, 7.0, 7.0, 8.0, 10.0, 7.0, 3.0, 5.0, 6.0, 10.0, 7.0, 10.0, 6.0, 8.0, 8.0, 10.0, 6.0, 10.0, 9.0, 7.0, 10.0, 8.0, 5.0, 8.0, 5.0, 8.0, 0.0, 8.0, 7.0, 4.0, 9.0, 10.0, 5.0, 5.0, 2.0, 4.0, 9.5, 7.0, 9.0, 10.0]",dis
bird-crane,bird,crane,"[1.0, 0.0, 0.5, 3.0, 2.0, 0.0, 3.0, 1.0, 2.0, 1.0, 8.0, 3.0, 9.0, 4.5, 0.0, 2.5, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 0.0, 1.0, 0.0, 4.0, 1.8, 2.0, 3.0, 2.0, 1.0, 0.0, 6.0, 10.0, 0.0, 3.0, 0.0, 2.0, 4.0, 0.0, 1.0, 1.0, 0.0, 4.0, 2.0, 0.8, 1.0]",dis
baseball-season,baseball,season,"[2.5, 4.0, 5.0, 5.0, 5.0, 9.0, 9.0, 6.0, 10.0, 6.0, 3.0, 5.0, 4.0, 1.0, 2.0, 3.5, 2.0, 2.0, 5.0, 3.0, 0.0, 6.0, 3.0, 2.0, 6.0, 3.0, 10.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 3.0, 8.0, 4.0, 3.0, 9.0, 5.0, 4.0, 6.0, 7.0, 2.0, 3.0, 1.0, 0.0, 8.0, 4.0, 4.5, 9.9]",dis
Wednesday-news,Wednesday,news,"[7.0, 10.0, 9.5, 10.0, 9.0, 10.0, 8.0, 8.0, 10.0, 10.0, 6.0, 9.0, 10.0, 9.5, 10.0, 9.5, 10.0, 5.0, 7.0, 10.0, 4.0, 10.0, 10.0, 6.0, 9.0, 10.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 8.0, 9.0, 9.0, 8.0, 0.0, 10.0, 10.0, 5.0, 4.0, 10.0, 8.0, 6.0, 10.0, 2.0, 10.0, 10.0, 8.0, 10.0]",dis
OPEC-oil,OPEC,oil,"[1.0, 0.0, 1.5, 2.0, 5.0, 0.0, 3.0, 1.0, 2.0, 2.5, 3.0, 1.0, 8.0, 1.5, 3.0, 3.0, 2.0, 0.0, 1.0, 2.0, 5.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 3.4, 0.0, 2.0, 8.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 5.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.8, 3.0]",dis
Arafat-peace,Arafat,peace,"[8.0, 4.0, 5.0, 8.0, 5.0, 3.0, 2.0, 6.0, 10.0, 8.0, 8.0, 5.0, 9.0, 8.0, 10.0, 8.0, 5.0, 7.0, 8.0, 5.0, 5.0, 7.0, 5.0, 7.0, 4.0, 6.0, 10.0, 4.0, 7.0, 9.0, 5.0, 10.0, 6.0, 5.0, 8.0, 7.0, 0.0, 8.0, 10.0, 4.0, 10.0, 5.0, 9.0, 5.0, 2.0, 10.0, 8.0, 7.0, 1.5, 9.0]",dis
